SEX,AGES,ADMISSION MODE,CGPA - 1,CGPA-2,CLUB / DEPARTMENT,BOARD STUDIED,DAYS SINCE LAST SHOWER,TREATS GIVEN,HAS A S/O ?,ATTENDS LECTURES,CHARACTER,PIZZERIA EXPENDITURE (annual),GRAMS / MONTH,GPL
female,21,DASA,8.54,4.0,No club,CBSE,1,3,YES,YES,GHOT,4327,0.25,YES
female,21,BITSAT,6.54,9.0,No club,CBSE,4,3,YES,NO,GHOT,4197,0.4,YES
male,17,BITSAT,6.87,8.0,No club,Other,3,3,YES,NO,LITE,13007,1.4,NO
male,22,BITSAT,3.53,8.0,No club,CBSE,5,0,NO,NO,LITE,14003,9.3,NO
male,20,BOARD TOPPER,6.98,6.0,No club,CBSE,4,0,NO,NO,LITE,15372,11.0,NO
male,17,BITSAT,5.4,8.0,No club,CBSE,2,0,NO,NO,LITE,13730,10.7,NO
female,17,BITSAT,5.23,6.0,No club,CBSE,15,1,YES,NO,GHOT,15401,0.9,NO
male,20,BITSAT,5.3,7.0,DVM,CBSE,14,2,NO,NO,LITE,12990,1.5,NO
male,19,BITSAT,3.3,8.0,No club,CBSE,15,1,YES,NO,LITE,19946,8.6,NO
female,20,BITSAT,6.21,6.0,No club,CBSE,0,1,NO,YES,LITE,15113,7.4,NO
male,17,BITSAT,7.9,9.0,No club,ICSE,15,4,NO,NO,LITE,13953,3.7,NO
male,21,BITSAT,4.04,8.0,No club,CBSE,8,4,NO,NO,GHOT,6348,0.5,YES
male,24,BOARD TOPPER,5.73,5.0,No club,CBSE,7,4,YES,NO,GHOT,43170987,0.4,YES
female,23,DASA,7.62,10.0,DVM,CBSE,12,3,NO,NO,LITE,3867,0.2,YES
male,21,DASA,3.0,6.0,No club,CBSE,5,4,YES,NO,GHOT,8513,0.25,YES
female,17,BITSAT,4.29,10.0,No club,Other,11,3,NO,NO,GHOT,4844,0.45,YES
male,19,BITSAT,8.18,10.0,No club,CBSE,1,3,NO,NO,LITE,15862,0.6,NO
male,19,BITSAT,7.02,10.0,No club,CBSE,4,1,YES,NO,LITE,19513,8.8,NO
female,21,BOARD TOPPER,6.33,9.0,No club,CBSE,9,2,NO,NO,GHOT,2575,0.2,YES
female,21,DASA,6.03,8.0,No club,CBSE,6,4,NO,NO,LITE,8616,0.3,YES
female,17,BITSAT,7.1,4.0,No club,ICSE,5,3,YES,NO,LITE,14062,3.6,NO
male,21,BITSAT,7.5,10.0,No club,CBSE,9,1,YES,NO,GHOT,4919,0.4,YES
female,20,BOARD TOPPER,5.84,9.0,No club,CBSE,4,4,NO,YES,GHOT,5818,0.3,YES
female,21,DASA,5.44,3.0,No club,ICSE,2,4,NO,YES,GHOT,6268,0.3,YES
male,23,BOARD TOPPER,4.36,10.0,No club,CBSE,1,3,NO,NO,LITE,12862,6.9,NO
male,21,DASA,6.39,6.0,No club,ICSE,10,1,NO,NO,LITE,11400,4.4,NO
male,17,BITSAT,8.82,6.0,No club,ICSE,3,1,NO,NO,LITE,13611,7.3,NO
female,19,DASA,8.22,8.0,No club,CBSE,4,0,NO,YES,LITE,1263,0.5,YES
male,22,BOARD TOPPER,5.38,9.0,No club,CBSE,5,4,YES,NO,LITE,17288,9.9,NO
male,24,DASA,4.39,10.0,No club,ICSE,11,4,YES,YES,GHOT,6986,0.35,YES
male,19,BITSAT,6.53,5.0,No club,CBSE,4,3,YES,NO,LITE,14200,5.9,NO
male,17,BITSAT,6.88,4.0,No club,CBSE,5,2,YES,NO,LITE,16876,5.5,NO
male,21,BITSAT,9.75,8.0,No club,CBSE,9,1,NO,NO,LITE,19393,2.6,NO
female,23,DASA,7.79,4.0,No club,ICSE,6,1,YES,NO,GHOT,4801,0.2,YES
male,22,BITSAT,6.25,9.0,No club,CBSE,9,3,NO,NO,LITE,13477,0.8,NO
female,17,BITSAT,3.83,9.0,No club,Other,15,0,NO,YES,LITE,14552,8.0,NO
male,21,BOARD TOPPER,6.24,7.0,No club,CBSE,9,2,YES,NO,LITE,17004,7.8,NO
male,21,BITSAT,8.6,5.0,No club,CBSE,2,2,NO,YES,GHOT,13693,8.6,NO
female,17,BOARD TOPPER,5.32,4.0,No club,CBSE,0,0,YES,NO,GHOT,3703,0.35,YES
male,23,BITSAT,5.82,3.0,No club,CBSE,1,4,YES,NO,GHOT,12292,1.3,NO
male,17,BITSAT,7.11,6.0,No club,ICSE,4,1,NO,NO,LITE,10575,4.4,NO
male,23,DASA,7.98,5.0,No club,ICSE,6,1,NO,NO,GHOT,1338,0.45,YES
female,20,BOARD TOPPER,7.55,7.0,DVM,CBSE,13,3,YES,YES,GHOT,4540,0.2,YES
male,17,BITSAT,10.0,8.0,No club,CBSE,0,3,YES,NO,LITE,15587,6.8,NO
male,17,DASA,3.75,4.0,No club,CBSE,0,0,NO,NO,LITE,16554,4.4,NO
male,22,BITSAT,6.21,3.0,No club,CBSE,0,1,NO,NO,LITE,10659,1.5,NO
male,21,DASA,6.5,9.0,No club,ICSE,5,2,NO,NO,LITE,4384,0.35,YES
male,21,BITSAT,5.31,7.0,No club,CBSE,3,4,NO,NO,LITE,13031,2.5,NO
male,20,BITSAT,8.16,7.0,No club,CBSE,6,4,YES,NO,LITE,21607,3.3,NO
male,20,DASA,4.42,10.0,No club,CBSE,2,0,NO,NO,GHOT,861,0.5,YES
female,19,BOARD TOPPER,7.3,4.0,No club,ICSE,4,3,NO,YES,GHOT,4240,0.15,YES
female,22,DASA,9.42,3.0,No club,CBSE,0,3,YES,NO,GHOT,6335,0.3,YES
female,21,BITSAT,7.6,3.0,No club,CBSE,2,3,NO,YES,LITE,12581,3.8,NO
male,17,BITSAT,7.62,10.0,No club,CBSE,0,2,YES,NO,LITE,11917,9.5,NO
female,17,BITSAT,5.67,3.0,No club,Other,0,2,NO,NO,LITE,6043,0.5,YES
male,17,BITSAT,7.2,8.0,No club,Other,4,3,YES,NO,LITE,11909,3.9,NO
male,21,BITSAT,5.17,8.0,No club,CBSE,2,1,YES,NO,LITE,19644,9.4,NO
female,20,BOARD TOPPER,5.56,5.0,No club,CBSE,7,0,NO,YES,GHOT,3178,0.3,YES
male,21,BITSAT,8.33,6.0,No club,CBSE,2,3,NO,YES,LITE,16382,7.5,NO
female,20,BITSAT,7.08,3.0,No club,CBSE,13,0,YES,NO,LITE,14436,3.5,NO
female,17,BOARD TOPPER,7.21,10.0,DVM,CBSE,12,0,NO,YES,LITE,3854,0.35,YES
male,20,BOARD TOPPER,6.59,9.0,No club,CBSE,1,4,NO,NO,GHOT,17341,9.6,NO
male,20,BITSAT,5.44,9.0,No club,ICSE,7,3,YES,NO,LITE,16902,6.3,NO
male,22,DASA,5.45,5.0,No club,CBSE,13,1,YES,NO,GHOT,1569,0.4,YES
male,19,BITSAT,7.11,3.0,No club,ICSE,3,4,YES,YES,LITE,6710,0.25,YES
male,19,BITSAT,7.46,10.0,No club,CBSE,14,3,YES,NO,LITE,14935,5.7,NO
male,19,BITSAT,9.1,5.0,No club,CBSE,3,2,NO,NO,LITE,13297,7.4,NO
male,24,DASA,6.79,7.0,No club,CBSE,5,1,NO,NO,GHOT,18558,0.7,NO
male,23,BOARD TOPPER,8.25,5.0,No club,Other,8,2,YES,NO,LITE,15790,6.5,NO
female,19,DASA,9.83,9.0,No club,CBSE,4,0,NO,NO,GHOT,2516,0.2,YES
male,20,BITSAT,8.69,4.0,No club,CBSE,5,3,YES,NO,GHOT,16098,8.8,NO
male,17,BITSAT,5.95,9.0,No club,Other,1,4,NO,NO,LITE,19040,8.4,NO
male,26,DASA,4.55,8.0,No club,CBSE,2,2,YES,NO,LITE,5931,0.45,YES
male,23,BITSAT,6.95,8.0,No club,CBSE,5,3,NO,NO,GHOT,20596,2.9,NO
male,21,DASA,6.49,10.0,No club,ICSE,1,3,YES,NO,LITE,7178,0.45,YES
male,17,DASA,6.69,7.0,No club,CBSE,12,3,YES,NO,LITE,14951,5.4,NO
female,18,BITSAT,5.33,8.0,Mountaineering,CBSE,2,4,NO,YES,LITE,16705,3.5,NO
female,20,BOARD TOPPER,3.0,3.0,No club,CBSE,15,1,NO,NO,LITE,5003,0.3,YES
male,21,BITSAT,6.77,8.0,No club,CBSE,2,4,YES,NO,LITE,18263,5.8,NO
male,20,BOARD TOPPER,7.64,8.0,No club,CBSE,6,0,NO,YES,LITE,12054,9.4,NO
female,22,BITSAT,5.32,10.0,No club,CBSE,4,2,NO,YES,LITE,15961,4.3,NO
male,17,BITSAT,8.27,6.0,No club,CBSE,4,3,NO,NO,GHOT,19172,9.5,NO
male,19,BITSAT,6.33,3.0,No club,CBSE,4,0,NO,NO,LITE,15637,6.3,NO
female,20,DASA,5.97,4.0,No club,ICSE,3,4,NO,NO,LITE,8236,0.15,YES
female,17,BITSAT,9.0,6.0,Mountaineering,CBSE,3,3,NO,YES,GHOT,12235,9.3,NO
male,17,BITSAT,9.37,10.0,No club,CBSE,4,1,YES,NO,GHOT,2994,0.15,YES
female,17,BITSAT,5.92,8.0,DVM,ICSE,12,3,NO,YES,GHOT,6974,0.5,YES
male,22,DASA,4.87,3.0,No club,ICSE,3,4,NO,NO,LITE,8520,0.35,YES
male,19,BITSAT,9.29,6.0,No club,CBSE,2,4,NO,NO,LITE,13143,1.0,NO
male,23,DASA,10.0,5.0,No club,ICSE,4,2,NO,NO,GHOT,4030,0.15,YES
male,17,BITSAT,7.34,7.0,No club,CBSE,11,4,YES,NO,LITE,17889,6.9,NO
female,20,BITSAT,8.53,9.0,No club,CBSE,1,2,YES,NO,GHOT,5642,0.5,YES
male,17,BITSAT,9.18,5.0,No club,CBSE,0,4,NO,NO,LITE,17013,5.8,NO
female,19,BOARD TOPPER,9.36,9.0,No club,CBSE,3,0,NO,YES,GHOT,312,0.2,YES
male,19,BITSAT,6.6,6.0,No club,CBSE,5,3,YES,NO,GHOT,17469,7.5,NO
female,17,BITSAT,6.18,7.0,No club,Other,8,0,NO,NO,LITE,1131,0.5,YES
female,19,BITSAT,8.35,10.0,No club,Other,3,3,NO,NO,LITE,19926,6.7,NO
male,20,BOARD TOPPER,7.73,4.0,DVM,CBSE,13,0,NO,NO,LITE,14624,2.0,NO
male,17,BITSAT,7.25,6.0,No club,CBSE,9,1,YES,NO,LITE,16055,6.4,NO
female,21,BITSAT,8.34,3.0,No club,Other,3,2,YES,YES,LITE,13592,4.8,NO
male,20,BOARD TOPPER,3.59,4.0,No club,CBSE,8,0,YES,NO,LITE,18057,11.0,NO
male,24,DASA,9.06,8.0,No club,ICSE,5,0,YES,YES,GHOT,13960,3.7,NO
male,23,DASA,5.66,7.0,DVM,CBSE,13,2,YES,NO,GHOT,3679,0.45,YES
male,22,BITSAT,6.36,8.0,No club,ICSE,6,3,NO,NO,GHOT,11551,1.4,NO
male,22,DASA,5.6,4.0,No club,CBSE,6,1,NO,NO,GHOT,20090,5.8,NO
male,21,BITSAT,8.28,9.0,No club,CBSE,0,0,NO,NO,LITE,16176,5.3,NO
male,19,BITSAT,6.3,6.0,No club,CBSE,6,2,NO,NO,GHOT,2727,0.35,YES
male,21,BOARD TOPPER,7.33,5.0,DVM,CBSE,13,4,NO,NO,LITE,20443,9.8,NO
male,20,BOARD TOPPER,5.59,9.0,No club,CBSE,13,1,NO,NO,GHOT,13401,0.7,NO
male,17,BITSAT,7.3,6.0,No club,CBSE,4,2,NO,NO,LITE,19950,4.8,NO
male,22,BITSAT,3.0,8.0,No club,CBSE,6,2,YES,NO,LITE,16129,4.3,NO
female,17,DASA,7.84,7.0,No club,CBSE,14,2,YES,NO,GHOT,5268,0.3,YES
female,22,BOARD TOPPER,8.25,10.0,No club,CBSE,4,3,YES,YES,GHOT,4066,0.2,YES
male,20,DASA,8.45,6.0,No club,CBSE,6,4,NO,NO,LITE,17135,8.9,NO
male,25,BOARD TOPPER,3.0,5.0,No club,CBSE,3,1,NO,NO,LITE,14527,9.0,NO
male,20,BOARD TOPPER,7.19,5.0,No club,CBSE,2,1,NO,NO,LITE,5396,0.25,YES
male,17,BOARD TOPPER,7.26,10.0,No club,CBSE,5,4,NO,NO,LITE,21318,1.9,NO
male,19,BITSAT,3.8,5.0,No club,CBSE,5,0,NO,NO,GHOT,18396,6.7,NO
male,20,BITSAT,8.94,7.0,No club,CBSE,5,1,YES,NO,LITE,14958,4.4,NO
female,19,BITSAT,3.51,5.0,No club,CBSE,15,2,NO,NO,GHOT,3980,0.15,YES
female,22,BITSAT,5.26,4.0,No club,CBSE,13,4,NO,YES,GHOT,16775,1.6,NO
male,21,DASA,8.14,9.0,No club,ICSE,8,1,YES,YES,LITE,1704,0.45,YES
female,17,BITSAT,7.64,4.0,No club,Other,3,4,YES,NO,LITE,19991,7.3,NO
male,20,DASA,3.0,4.0,No club,ICSE,7,1,YES,NO,GHOT,5756,0.25,YES
male,19,BITSAT,8.54,5.0,No club,CBSE,4,4,NO,NO,LITE,18163,6.9,NO
male,24,BOARD TOPPER,6.41,4.0,No club,CBSE,14,0,NO,YES,LITE,15943,9.8,NO
male,20,BOARD TOPPER,5.69,5.0,No club,ICSE,14,2,YES,YES,LITE,20453,7.4,NO
male,19,BITSAT,6.77,4.0,Gaming Club,CBSE,5,2,NO,YES,GHOT,11760,1.7,NO
male,19,BITSAT,4.79,3.0,No club,CBSE,6,2,YES,NO,LITE,15096,1.7,NO
male,19,BITSAT,8.79,10.0,No club,CBSE,7,2,YES,NO,LITE,13851,2.3,NO
female,19,DASA,7.4,10.0,No club,CBSE,7,1,YES,YES,GHOT,3030,0.2,YES
male,20,DASA,8.57,6.0,No club,CBSE,6,4,NO,NO,GHOT,5161,0.3,YES
female,17,BITSAT,7.57,10.0,No club,ICSE,5,4,YES,YES,GHOT,5161,0.3,YES
male,17,BITSAT,6.21,3.0,No club,CBSE,4,4,NO,NO,LITE,6273,0.2,YES
male,20,BITSAT,6.98,8.0,No club,ICSE,4,3,NO,NO,LITE,14256,2.0,NO
male,24,DASA,5.84,9.0,No club,CBSE,2,1,NO,NO,LITE,15206,6.8,NO
male,23,BOARD TOPPER,7.22,10.0,No club,CBSE,1,0,YES,NO,GHOT,18542,8.7,NO
male,22,BITSAT,4.99,8.0,No club,CBSE,8,0,YES,NO,LITE,18077,4.3,NO
female,17,BITSAT,9.08,7.0,No club,Other,2,4,NO,NO,GHOT,6748,0.25,YES
male,23,DASA,6.43,10.0,No club,ICSE,4,3,NO,YES,GHOT,20794,4.7,NO
male,22,BITSAT,4.65,4.0,No club,CBSE,13,2,YES,NO,LITE,14182,2.8,NO
female,19,DASA,3.64,6.0,No club,ICSE,5,3,NO,NO,GHOT,3689,0.3,YES
male,21,DASA,5.88,3.0,No club,CBSE,6,4,NO,NO,GHOT,5912,0.5,YES
female,19,BITSAT,5.28,6.0,No club,ICSE,2,3,NO,YES,LITE,13790,1.8,NO
male,20,BITSAT,5.92,6.0,No club,Other,1,0,YES,NO,LITE,16859,0.6,NO
male,20,BITSAT,7.37,8.0,No club,CBSE,0,0,NO,NO,LITE,10378,8.0,NO
male,21,BOARD TOPPER,5.58,10.0,No club,CBSE,10,2,YES,NO,LITE,11031,10.4,NO
female,22,BOARD TOPPER,5.07,9.0,No club,CBSE,0,2,YES,NO,LITE,2446,0.5,YES
male,22,DASA,6.69,9.0,No club,CBSE,5,3,NO,NO,GHOT,5959,0.25,YES
female,19,DASA,4.51,6.0,No club,CBSE,0,4,YES,NO,GHOT,8966,0.25,YES
male,17,BITSAT,6.79,6.0,No club,ICSE,0,4,YES,YES,GHOT,4878,0.3,YES
female,20,DASA,6.94,5.0,No club,ICSE,15,3,NO,NO,GHOT,5243,0.4,YES
male,17,DASA,7.43,3.0,No club,CBSE,3,3,NO,NO,LITE,17957,7.6,NO
male,22,DASA,7.45,6.0,No club,CBSE,11,2,NO,NO,GHOT,3474,0.45,YES
male,20,BITSAT,10.0,4.0,No club,CBSE,7,3,NO,NO,LITE,21314,1.4,NO
male,23,BOARD TOPPER,6.12,4.0,No club,CBSE,15,4,NO,NO,LITE,20105,6.4,NO
male,19,BITSAT,7.08,9.0,No club,CBSE,6,3,YES,NO,LITE,18759,10.9,NO
female,21,DASA,5.86,9.0,No club,ICSE,0,1,YES,NO,GHOT,5458,0.4,YES
female,20,BOARD TOPPER,4.23,8.0,No club,CBSE,6,3,NO,NO,GHOT,7494,0.3,YES
male,17,BITSAT,7.47,9.0,No club,Other,7,4,NO,NO,GHOT,12649,5.5,NO
male,21,BITSAT,4.22,5.0,No club,CBSE,4,3,NO,NO,GHOT,15150,0.3,NO
female,18,BOARD TOPPER,7.27,6.0,No club,CBSE,4,4,NO,YES,GHOT,8523,0.15,YES
male,19,BITSAT,4.74,4.0,No club,CBSE,5,4,YES,NO,LITE,17162,8.5,NO
male,21,BOARD TOPPER,4.88,7.0,No club,CBSE,1,1,NO,NO,LITE,20081,6.0,NO
male,23,BOARD TOPPER,7.95,5.0,No club,CBSE,10,0,YES,NO,LITE,12332,3.9,NO
male,20,DASA,3.64,3.0,No club,CBSE,11,2,NO,NO,LITE,2162,0.2,YES
male,19,BITSAT,7.66,5.0,No club,CBSE,10,4,NO,NO,GHOT,19220,8.0,NO
female,20,BOARD TOPPER,3.42,10.0,Mountaineering,CBSE,10,2,YES,NO,GHOT,5588,0.2,YES
female,17,BITSAT,9.4,8.0,No club,Other,7,3,NO,NO,GHOT,3968,0.4,YES
male,20,BOARD TOPPER,8.17,4.0,No club,CBSE,2,4,NO,NO,GHOT,16823,5.3,NO
female,20,BITSAT,7.91,10.0,No club,CBSE,6,0,YES,NO,LITE,18902,8.0,NO
female,20,DASA,6.89,3.0,No club,CBSE,5,1,YES,NO,GHOT,1393,0.45,YES
male,18,BITSAT,5.12,7.0,No club,ICSE,4,3,NO,NO,GHOT,16773,3.7,NO
male,17,BOARD TOPPER,6.48,5.0,No club,CBSE,2,1,NO,NO,LITE,14355,10.8,NO
male,20,BOARD TOPPER,10.0,3.0,No club,CBSE,0,2,YES,NO,LITE,14986,6.3,NO
male,20,BOARD TOPPER,5.41,6.0,No club,CBSE,5,1,YES,NO,LITE,11529,6.0,NO
male,20,BITSAT,8.14,7.0,No club,CBSE,4,2,NO,NO,GHOT,17990,2.8,NO
female,22,BITSAT,5.48,9.0,No club,CBSE,0,4,NO,YES,LITE,20749,6.7,NO
male,21,DASA,6.26,10.0,No club,ICSE,5,2,NO,NO,GHOT,6022,0.3,YES
male,17,BITSAT,5.36,7.0,No club,CBSE,4,3,YES,NO,GHOT,18828,3.9,NO
male,17,BITSAT,6.67,3.0,No club,CBSE,3,2,NO,NO,GHOT,15761,1.5,NO
male,17,DASA,5.68,8.0,No club,CBSE,6,1,NO,NO,GHOT,1662,0.5,YES
male,21,DASA,6.08,10.0,No club,CBSE,4,3,YES,NO,LITE,12847,6.0,NO
female,19,DASA,4.6,6.0,DVM,ICSE,14,2,YES,YES,GHOT,6923,0.3,YES
male,20,BITSAT,9.94,3.0,No club,CBSE,5,4,NO,NO,GHOT,14961,8.5,NO
male,20,BITSAT,9.36,7.0,No club,CBSE,1,2,YES,NO,GHOT,5775,0.35,YES
male,25,DASA,7.97,6.0,No club,CBSE,10,4,NO,YES,LITE,12470,2.6,NO
male,19,BITSAT,6.11,8.0,No club,CBSE,10,2,YES,YES,LITE,11424,1.6,NO
female,20,BOARD TOPPER,8.19,4.0,No club,CBSE,7,1,NO,NO,GHOT,3668,0.2,YES
male,19,DASA,7.52,7.0,No club,CBSE,0,4,NO,NO,LITE,19213,7.3,NO
male,20,BITSAT,6.7,5.0,No club,Other,10,2,NO,NO,LITE,11627,8.4,NO
female,17,BOARD TOPPER,6.55,3.0,No club,CBSE,3,3,NO,YES,GHOT,4462,0.35,YES
male,18,BITSAT,8.87,9.0,No club,CBSE,5,4,YES,YES,GHOT,7566,0.2,YES
male,21,BITSAT,4.93,5.0,No club,CBSE,1,4,NO,NO,GHOT,13016,10.6,NO
male,20,BITSAT,7.45,3.0,No club,CBSE,1,0,YES,NO,GHOT,16837,0.3,NO
female,22,BOARD TOPPER,7.58,7.0,No club,CBSE,4,1,NO,YES,LITE,3540,0.4,YES
male,17,BOARD TOPPER,3.85,10.0,No club,CBSE,3,4,NO,YES,GHOT,7900,0.25,YES
male,20,BITSAT,5.78,3.0,No club,CBSE,9,4,YES,NO,LITE,15961,3.6,NO
male,19,BOARD TOPPER,4.62,8.0,No club,CBSE,7,2,NO,NO,LITE,20655,2.5,NO
male,21,BITSAT,3.0,6.0,No club,CBSE,4,2,YES,NO,LITE,20823,6.5,NO
female,21,DASA,5.3,7.0,No club,CBSE,4,2,YES,NO,GHOT,3260,0.2,YES
male,17,BITSAT,6.0,9.0,No club,CBSE,0,3,YES,NO,LITE,12077,11.0,NO
male,22,BITSAT,5.96,6.0,No club,CBSE,10,3,NO,NO,LITE,11884,0.9,NO
male,19,BITSAT,7.86,5.0,No club,ICSE,0,4,NO,NO,GHOT,5969,0.4,YES
female,21,DASA,5.59,3.0,No club,CBSE,5,3,NO,YES,GHOT,5265,0.4,YES
male,19,BITSAT,5.53,6.0,No club,CBSE,3,4,NO,NO,LITE,15168,6.3,NO
female,23,DASA,6.38,4.0,No club,CBSE,0,2,YES,NO,GHOT,2719,0.4,YES
male,17,DASA,4.95,5.0,No club,ICSE,1,3,NO,NO,GHOT,17344,6.5,NO
female,20,BITSAT,5.89,6.0,No club,Other,7,1,NO,NO,LITE,10992,3.6,NO
male,17,BITSAT,7.03,10.0,No club,Other,4,2,NO,NO,LITE,20021,1.7,NO
male,21,BITSAT,9.29,3.0,No club,CBSE,5,2,NO,NO,LITE,20847,2.5,NO
male,20,BITSAT,8.74,4.0,No club,CBSE,5,0,NO,NO,LITE,12327,10.5,NO
male,22,BITSAT,4.43,10.0,No club,CBSE,1,2,YES,NO,LITE,19030,4.8,NO
female,23,BOARD TOPPER,6.3,10.0,No club,CBSE,0,1,NO,NO,LITE,16804,5.5,NO
male,17,BITSAT,4.19,6.0,No club,ICSE,10,2,NO,NO,LITE,16744,5.6,NO
female,23,BOARD TOPPER,4.79,7.0,No club,CBSE,2,0,NO,YES,GHOT,3071,0.5,YES
male,19,BITSAT,6.08,10.0,No club,CBSE,7,4,YES,NO,LITE,19935,1.3,NO
male,17,BITSAT,4.6,3.0,No club,Other,8,0,YES,NO,LITE,11243,5.6,NO
female,18,BITSAT,4.7,9.0,No club,CBSE,1,1,NO,NO,GHOT,2587,0.35,YES
male,17,BITSAT,7.09,6.0,No club,Other,3,3,YES,NO,LITE,14002,9.8,NO
female,22,DASA,5.35,7.0,No club,CBSE,8,2,NO,YES,LITE,3756,0.25,YES
female,18,BITSAT,4.08,8.0,No club,ICSE,9,4,YES,NO,GHOT,4544,0.35,YES
female,19,DASA,4.51,4.0,No club,CBSE,0,4,YES,NO,GHOT,7746,0.35,YES
male,20,DASA,10.0,6.0,No club,CBSE,11,4,YES,NO,GHOT,14737,6.6,NO
male,17,BITSAT,7.56,8.0,No club,CBSE,6,1,NO,YES,LITE,16605,9.0,NO
male,20,BITSAT,6.77,7.0,No club,CBSE,6,2,NO,NO,LITE,19402,8.9,NO
male,20,BITSAT,6.3,3.0,No club,CBSE,2,2,NO,NO,LITE,13229,6.0,NO
female,19,BITSAT,5.09,10.0,No club,CBSE,13,0,YES,NO,GHOT,3806,0.15,YES
male,18,BITSAT,5.97,10.0,Gaming Club,Other,10,4,NO,YES,LITE,20879,10.6,NO
male,17,BITSAT,6.63,4.0,No club,CBSE,9,2,YES,YES,GHOT,3078,0.5,YES
male,22,DASA,3.0,3.0,No club,ICSE,6,4,NO,NO,LITE,20442,6.7,NO
male,17,BITSAT,5.87,9.0,No club,Other,15,1,NO,NO,LITE,11675,8.7,NO
male,19,BOARD TOPPER,8.5,6.0,No club,CBSE,6,0,NO,NO,LITE,10674,10.3,NO
male,17,DASA,5.81,10.0,No club,ICSE,5,0,NO,NO,LITE,11188,8.9,NO
male,20,BITSAT,7.54,10.0,No club,CBSE,8,2,NO,NO,LITE,19370,5.4,NO
male,21,BOARD TOPPER,6.0,5.0,No club,CBSE,15,4,YES,NO,LITE,19869,3.7,NO
female,23,DASA,5.53,8.0,No club,CBSE,3,1,NO,NO,GHOT,4568,0.5,YES
female,20,BITSAT,5.45,6.0,No club,CBSE,2,4,NO,NO,GHOT,4553,0.5,YES
male,20,BITSAT,6.28,9.0,No club,ICSE,14,3,NO,NO,LITE,17598,5.9,NO
female,20,BITSAT,6.82,4.0,No club,CBSE,1,2,YES,YES,LITE,16073,8.7,NO
male,21,BOARD TOPPER,5.49,9.0,No club,CBSE,13,2,YES,NO,LITE,14909,8.8,NO
female,20,BOARD TOPPER,8.41,5.0,No club,CBSE,7,0,NO,YES,GHOT,1912,0.2,YES
male,18,DASA,7.78,6.0,No club,CBSE,12,3,YES,YES,GHOT,6982,0.4,YES
male,17,BITSAT,7.83,6.0,No club,ICSE,1,4,NO,YES,GHOT,6366,0.15,YES
male,20,BITSAT,3.0,8.0,No club,CBSE,8,4,NO,NO,GHOT,4902,0.25,YES
male,20,BITSAT,7.65,4.0,No club,CBSE,1,4,NO,NO,LITE,18327,9.8,NO
male,21,DASA,8.08,7.0,No club,CBSE,3,1,NO,NO,LITE,17978,1.3,NO
female,19,BITSAT,6.21,8.0,No club,CBSE,6,0,YES,NO,LITE,11695,8.3,NO
male,21,BOARD TOPPER,4.39,3.0,No club,CBSE,8,4,YES,NO,LITE,18256,5.8,NO
female,21,DASA,7.13,4.0,No club,CBSE,4,0,YES,NO,GHOT,3683,0.5,YES
male,20,BITSAT,9.86,4.0,No club,CBSE,1,3,YES,NO,LITE,14679,2.9,NO
male,21,BITSAT,8.41,4.0,No club,CBSE,5,0,NO,NO,LITE,11232,5.7,NO
male,21,BOARD TOPPER,8.65,6.0,No club,CBSE,4,2,NO,NO,LITE,11415,5.4,NO
female,18,BITSAT,5.75,7.0,Gaming Club,CBSE,10,2,NO,YES,LITE,19461,5.5,NO
male,20,BITSAT,7.59,4.0,No club,CBSE,6,1,YES,NO,LITE,12281,5.3,NO
male,17,DASA,5.41,8.0,No club,CBSE,7,2,NO,NO,LITE,19029,1.5,NO
female,20,BITSAT,7.17,8.0,No club,CBSE,1,0,NO,NO,LITE,16865,1.3,NO
male,20,BOARD TOPPER,8.32,10.0,No club,ICSE,6,0,YES,YES,LITE,13135,7.6,NO
male,22,BITSAT,6.94,10.0,No club,CBSE,5,4,YES,NO,LITE,14291,7.6,NO
male,18,BITSAT,3.1,8.0,Mountaineering,CBSE,4,1,NO,YES,LITE,19800,4.0,NO
female,23,DASA,8.32,8.0,No club,CBSE,0,0,NO,YES,LITE,4925,0.35,YES
male,20,BITSAT,5.94,3.0,No club,CBSE,12,3,YES,NO,GHOT,5322,0.2,YES
male,21,DASA,6.58,6.0,No club,CBSE,2,3,NO,NO,GHOT,16312,10.4,NO
female,20,BITSAT,5.27,8.0,No club,CBSE,5,3,NO,YES,GHOT,6643,0.25,YES
male,17,BITSAT,3.0,5.0,Gaming Club,CBSE,1,4,NO,YES,LITE,13810,9.8,NO
male,17,BITSAT,10.0,3.0,No club,Other,3,1,NO,NO,LITE,17155,5.5,NO
male,17,BITSAT,9.38,9.0,No club,CBSE,7,4,NO,NO,GHOT,14678,7.6,NO
male,17,BOARD TOPPER,4.9,10.0,No club,ICSE,2,1,NO,YES,GHOT,3580,0.15,YES
male,17,BITSAT,5.31,7.0,No club,Other,6,3,YES,NO,GHOT,7363,0.5,YES
female,24,DASA,7.98,5.0,No club,Other,7,4,NO,NO,GHOT,7526,0.15,YES
female,19,BITSAT,6.7,9.0,No club,ICSE,15,3,NO,NO,GHOT,5748,0.25,YES
male,17,BOARD TOPPER,5.7,5.0,No club,CBSE,7,4,YES,YES,LITE,6804,0.35,YES
male,17,BITSAT,7.54,10.0,No club,ICSE,1,3,YES,NO,GHOT,19957,10.4,NO
